tweets,target
" @viponly5372  It's easy to judge history from a far away perspective. I am not saying it is a sane solution. It was the best out of the worst possible. Imagine a Communist Japan, or a fight to the end. How many more americans, russians, japanese, chinese, british, australian, indians, etc would have been killed if not by the Nukes? Were you willing to sacrifice them all instead? Also Tokyo bombings were deadlier than nukes.",1
 @bipolarbear9917  so you would rather let your own people die than killing civilians of the country who attacked you,1
" @TSilva96  all that is anecdotal, Japan was close to surrendering,  your jingoist government has planted this source that more lives would’ve been saved on a war they wanted",1
​ @viponly5372 there wasnt any other option.,0
" @moltengears7483  the only option was to drop a nuclear bomb? After they have been crippled and Russia was planning on invading? Sure only option in the entire world, then keeping the message of Pearl Harbor about to be attacked kept secret was also an option I suppose",1
" @SuperKaz88  
The reason that Japan attacked the US was because of the sanctions and embargoes the US imposed on it in regards to their campaign in China. There’s a good summary of why they went to war, and why they bombed Pearl Harbor written up by the US navy among others,  In short they basically had three choices all bad, and went with going to war. Agreed if they hadn’t attacked the US they would have been better off, but they were afraid the US would join the conflict when they attacked to get the oil and other resources in the Pacific, so they attacked Pearl Harbor to get some running room hoping to negotiate a peace treaty later on form a position of strength.",0
 @amosbackstrom5366  Great comment!,1
" @bipolarbear9917  What's such a big deal about dropping 2 A-bombs vs. all the horrific murders by the Japanese military?  The civilians murdered by Japanese numbered in the hundreds of thousands too, not to mention the cruel ways in which these were committed.  

Why would you judge the USA by a different standard than the country that actually started the war and undertook the atrocities?   The nukes ultimately saved Japanese lives as well as American lives.  It's a truly silly argument to say ""the US shouldn't have used nukes"".  WWJD - what would Japan do?  Clearly they'd have used them, if they had them!",0
" @faissal3055  Would be interesting if Ukraine surrendered with same condition that ""imperial institution will stay and that every member of the royal family would be exempt from war crime trials""",1
" @viponly5372  Sorry mate. That is not true at all. As an historian myself there is still conflict in academy if even the Nukes were the reason for Capitulation. The hard faction did want to continue the war...The Japanese authorities did not care at all for their population. Before the nukes 66 other cities, including Tokyo, had been burned and destroyed to the ground. Did the japanese surrender? No. You blame the government... I believe you must be one of those people that believe earth is flat or something else. Please do some clear research. Read some papers, not internet webpages. Read true documents as well. Please educate yourself. 
All in all the japanese by military standards, were never going to surrender. The last soldier only surrendered in 1974!! Only his officer could make him stand down...",0
" @viponly5372 from all strategies discussed to end the war, the bombs was the one that would have resulted in the least amount of casualties. A full blown invasion would’ve cost the US roughly 1 million troops, the Japanese military would have suffered anywhere from 3-8 million military casualties and as many civilian casualties. It was the best plan to save the most lives",1
"​ @lugiamaster9707 That really wasn't a possibility at the time. The Soviets could take the holdings in Manchuria and Korea, but they really just didn't have the capacity to do a large scale naval invasion on the Home Islands, especially when their main industrial base is in Europe which was heavily damaged by the war.",0
 @Pokekid001  I’m sure the kids in the hospital were grabbing AKs,1
 @viponly5372  Generals who wanted glory? and more political power?,1
" @stacy9419  Just common sense, when another country has millitary bases allover you country, as friends, you know they got a foot in the door no matter what happens, that concept is foreign in usa itself, i don't see any Russian, India or china militarily bases in usa",0
" @fademaydarkness1017 it’s cute that you think Russia is the bigger stick, when they couldn’t even manage to be the second strongest army in Ukraine, until Wagner left.",1
" @viponly5372  if you think of it the other way around though, if we didn't nuke those civilians there wouldn't be a japan today. They would have fought us down to the last man woman and child they had. By using those nukes on civilians, we saved an entire culture of people. I am not condoning nuclear warfare, quite frankly I think it is the dumbest thing humans have ever done, but we saved a culture of people doing just to point out the flip side",0
